1.745182609,503
2.846904221,504
2.685981729,505
2.318801595,506
2.062255485,507
2.303338942,508
1.946141726,509
3.49760931,510
3.500386628,511
1.95597758,512
1.563335799,513
1.439742823,514
1.389713338,515
1.69201937,516
3.287602791,517
2.860665781,518
1.271496089,519
1.629786834,520
1.747486712,521
2.113260383,522
1.73197172,523
1.215900201,524
2.039682309,525
2.869829223,526
2.894237468,527
2.017293083,528
1.93583962,529
2.365684845,530
2.0328037,531
2.160297415,532
1.616386192,533
3.057634395,534
2.46902836,535
2.19055266,536
2.818929209,537
2.596474934,538
2.317709329,539
2.137025334,540
2.327914218,541
1.972923498,542
2.297354042,543
1.987480174,544
2.350404055,545
1.893317656,546
3.023473803,547
2.302301839,548
2.101728688,549
3.656377948,550
2.707051857,551
2.908053846,552
1.820641405,553
2.286040537,554
2.158375157,555
2.781836953,556
1.982625447,557
1.969452674,558
2.448079088,559
2.491499508,560
1.922452696,561
1.946308172,562
2.667014903,563
0.359182311,564
1.892243614,565
2.029426823,566
1.483208494,567
0.223146914,568
2.315297292,569
1.515683774,570
1.701444301,571
1.873204379,572
1.171676648,573
1.902482848,574
2.162456398,575
2.329339585,576
2.068891156,577
1.978939343,578
1.880940592,579
1.959007565,580
1.919365672,581
1.744603889,582
1.583023698,583
1.316051671,584
2.279938475,585
1.546653034,586
1.69249932,587
1.404973883,588
2.132251071,589
2.088516002,590
1.777385347,591
2.74272758,592
2.520503564,593
2.711554659,594
3.737352053,595
3.409830976,596
3.680891993,597
0.509221302,598
2.299300329,599
2.687826265,600
2.608890956,601
1.853600605,602
2.503130771,603
0.459054461,604
2.099554793,605
0.245416917,606
3.710744841,607
2.389389456,608
2.11540043,609
2.301300469,610
0.342001346,611
2.980566659,612
2.306459377,613
2.137386392,614
2.574503491,615
2.940927421,616
2.745397541,617
3.552165286,618
3.141214645,619
2.605527333,620
2.912182034,621
2.764540765,622
2.043699373,623
3.300789234,624
1.864756507,625
2.180782458,626
1.379119516,627
2.040589654,628
2.297801662,629
1.673107759,630
3.488043061,631
2.422576721,632
1.780203962,633
2.93748105,634
3.316460171,635
1.945102157,636
3.647642305,637
1.601659407,638
3.046638979,639
1.716144037,640
1.600279148,641
3.451115132,642
1.93193805,643
2.012713729,644
,645
,646
,647
,648
,649
